140721,1
6942,1
97514,1
60256,1
30143,1
91955,0
73822,0
141352,0
2202,0
1860,1
117896,1
128292,1
91101,1
110379,1
125670,1
24197,0
90893,1
47735,0
109070,1
57380,0
88101,0
102007,0
40769,1
125661,0
107532,1
36632,0
54532,0
30251,1
55186,0
8473,0
127607,1
111437,1
137477,0
105836,1
139690,0
104930,0
3102,1
49367,1
101703,1
137625,1
19137,0
82969,0
11074,0
51128,1
10595,1
81228,1
28466,0
99218,0
33346,0
74003,0
49755,0
93528,0
126850,1
99535,1
12649,1
117589,1
18630,0
142308,1
60116,0
92676,0
118965,1
140442,0
49644,1
107619,0
70891,0
42439,0
90309,1
15979,0
90988,1
41048,1
51272,0
5338,1
97866,1
52139,0
110425,0
103468,0
141915,0
69397,0
122480,1
23138,0
141763,0
64356,0
15487,0
63022,0
27915,1
19424,1
109361,1
135393,1
150790,1
100482,0
15125,0
62184,1
17116,0
89980,0
139101,1
59591,1
84396,1
83240,0
31688,1
42229,0
94958,1
71894,0
134410,0
120326,0
73075,0
113415,0
45013,1
47443,0
141343,0
46089,0
135260,1
138179,0
110863,1
138007,1
154183,1
83623,1
1550,0
46901,0
51662,1
107565,1
90497,0
148332,1
42838,0
125571,0
127060,0
146367,1
121218,1
146892,1
23648,1
79235,0
115011,0
46650,0
103046,0
83642,1
56909,0
19300,0
81913,0
92938,0
112264,1
153146,1
8776,0
13391,0
91431,0
115481,0
15995,0
101405,1
22018,0
27401,1
45312,0
68026,0
36526,1
45977,0
77175,0
26091,1
88582,0
10170,1
60076,1
75320,0
37673,0
121325,1
124644,0
69315,1
45289,0
18963,1
127880,0
132908,0
14625,0
129354,0
130370,0
110151,0
110365,0
13698,0
48841,0
66943,0
82470,0
111533,1
64479,1
151454,0
126289,1
72587,1
61468,0
70944,0
42676,0
139469,0
75121,1
46400,0
78032,0
105433,1
152745,1
90473,1
145795,1
148066,0
147257,0
18166,0
145512,1
52277,0
44895,0
54920,0
65673,0
114247,0
55464,0
70372,0
147216,1
32555,0
36964,0
86603,1
109787,1
45770,0
93458,0
40041,1
96671,0
54494,0
35802,0
133605,1
70700,0
89731,0
105974,1
61600,0
5138,0
123098,0
88835,0
76694,1
24759,0
46437,1
58860,1
150008,0
92271,0
92913,0
110234,1
142134,1
28594,0
104402,0
32554,1
13117,0
152855,1
107797,1
8237,1
111631,0
34051,0
6088,1
95908,1
19377,1
40013,1
140801,0
44036,0
2040,1
53723,0
14088,0
134361,0
74199,1
140733,1
140748,0
44140,1
37426,1
7477,0
34725,0
69321,0
11455,1
31489,1
133727,0
137314,1
123419,0
81884,1
145215,0
30429,1
65103,0
139840,1
45683,0
9331,1
112621,1
32629,1
152651,0
127937,0
143352,0
74189,1
99019,1
27379,1
104877,1
148201,0
141307,0
75812,0
50407,0
112341,0
58931,0
83629,1
92060,1
123656,0
61565,1
10118,0
82385,0
35905,0
48124,1
121295,1
55528,0
51602,0
114463,1
110410,1
131311,1
97587,1
27024,1
123973,1
118651,1
122500,1
122393,1
140460,1
3095,0
98358,1
139798,1
43015,0
112219,1
81619,1
144020,1
63922,0
128514,0
41598,0
50216,1
140099,0
54989,1
61726,1
113524,1
17871,1
117586,1
44073,1
75426,1
66615,1
79990,0
120416,1
129870,0
1570,1
65023,1
115793,0
24092,1
5644,1
98600,1
3444,1
110104,1
12430,1
68932,1
73997,1
61157,1
130106,1
13491,0
139575,1
70720,1
102990,1
69817,0
107987,0
60002,1
132303,1
55108,0
72583,1
70275,1
2285,1
